,ArrFlight,ACType,bookload,STD,ATA,ArrRoute,DepRoute
5146,EK839,789,85,2020-10-29 11:16:23,2020-10-29 12:21:13,BOM,DME
5147,GF063,77W,96,2020-10-29 05:23:46,2020-10-29 05:48:53,TRV,KEZ
5148,GF180,333,70,2020-10-29 02:05:57,2020-10-29 02:00:16,AMM,DXB
5149,TK778,7M8,242,2020-10-28 22:38:39,2020-10-28 23:29:01,SHJ,JED
5150,KU615,321,285,2020-10-28 19:37:41,2020-10-28 20:22:17,DXB,KMC
5151,ET424,321,70,2020-10-28 14:13:20,2020-10-28 14:54:56,DXB,TRV
5152,GF004,321,74,2020-10-28 08:20:43,2020-10-28 07:11:43,KZN,SAW
5153,GF2771,333,154,2020-10-28 08:10:40,2020-10-28 08:07:23,NBO,LHR
5154,GF220,77W,30,2020-10-28 06:49:48,2020-10-28 07:15:42,LEJ,AUH
5155,GF945,333,280,2020-10-28 03:37:57,2020-10-28 05:06:17,KEZ,DXB
5156,GF751,32Q,59,2020-10-27 23:58:37,2020-10-27 23:09:16,CVG,BOM
5157,GF182,789,34,2020-10-27 18:57:15,2020-10-27 18:04:24,CAI,MAA
5158,GF006,332,76,2020-10-27 14:05:30,2020-10-27 13:49:47,DXB,DXB
5159,KU613,789,118,2020-10-27 07:29:37,2020-10-27 07:05:33,CDG,KHI
5160,EY379,32N,93,2020-10-27 05:04:44,2020-10-27 05:46:02,TZX,DXB
5161,GF565,789,269,2020-10-26 22:10:18,2020-10-26 23:09:05,KMC,JIB
5162,GF022,73G,97,2020-10-26 15:41:29,2020-10-26 16:07:22,KMC,JED
5163,GF145,321,90,2020-10-26 14:49:01,2020-10-26 16:07:36,MUX,AKT
5164,FZ027,333,100,2020-10-26 12:20:30,2020-10-26 11:09:25,TTH,MED
5165,GF022,333,141,2020-10-26 07:33:53,2020-10-26 08:01:35,FRA,DXB
5166,PC824,73G,137,2020-10-26 00:59:15,2020-10-26 00:49:23,KHB,AUH
5167,FZ029,738,274,2020-10-26 00:10:30,2020-10-25 23:56:54,NBO,NHD
5168,KU613,73H,155,2020-10-25 20:45:44,2020-10-25 21:16:25,CAI,CMN
5169,GF166,73G,130,2020-10-25 15:05:01,2020-10-25 16:08:28,KWI,DEL
5170,GF053,7M8,116,2020-10-25 12:58:11,2020-10-25 12:54:31,LYP,BGW
5171,G9103,320,170,2020-10-25 07:32:46,2020-10-25 06:36:05,LEJ,CAI
5172,GF767,332,46,2020-10-25 02:26:30,2020-10-25 02:07:07,MXP,DME
5173,GF046,789,130,2020-10-24 19:43:26,2020-10-24 20:11:53,TBS,RUH
5174,GF174,789,73,2020-10-24 14:25:35,2020-10-24 15:21:27,LHR,JIB
5175,GF249,738,267,2020-10-24 08:17:28,2020-10-24 06:38:50,DMM,BAH
5176,GF063,77W,165,2020-10-24 02:02:25,2020-10-24 01:12:53,KHB,MED
5177,H6891,738,236,2020-10-23 20:09:51,2020-10-23 19:10:15,TZX,MCT
5178,GF184,7M8,155,2020-10-23 15:08:28,2020-10-23 16:00:06,TTH,DXB
5179,TK7674,789,74,2020-10-23 10:30:22,2020-10-23 10:59:54,DXB,DXB
5180,GF164,738,125,2020-10-23 05:27:47,2020-10-23 05:07:28,DXB,IST
5181,GF026,7M8,219,2020-10-23 03:46:11,2020-10-23 02:56:55,MAN,ISB
5182,MS920,73G,75,2020-10-23 03:07:35,2020-10-23 03:19:51,HKG,LEJ
5183,GF769,738,130,2020-10-22 21:07:32,2020-10-22 22:14:15,SHJ,DXB
5184,GF283,77W,93,2020-10-22 18:56:14,2020-10-22 18:05:53,KEZ,EBL
5185,GF513,32Q,117,2020-10-22 15:17:05,2020-10-22 15:58:54,KEZ,DWC
5186,G9101,789,124,2020-10-22 14:58:05,2020-10-22 16:27:30,DXB,IST
5187,GF769,738,122,2020-10-22 13:15:17,2020-10-22 13:32:33,BKK,MXP
5188,GF044,738,116,2020-10-22 07:03:12,2020-10-22 06:15:06,AUH,MCT
5189,GF214,738,114,2020-10-22 06:14:07,2020-10-22 05:04:36,DXB,COK
5190,BA125,73G,135,2020-10-22 05:36:20,2020-10-22 06:01:37,KMC,DEL
5191,GF789,77W,122,2020-10-22 03:33:37,2020-10-22 03:44:23,TTH,DWC
5192,GF563,738,49,2020-10-21 21:44:48,2020-10-21 20:26:56,AMM,KWI
5193,GF767,32N,53,2020-10-21 18:40:55,2020-10-21 20:01:15,FRA,DEL
5194,GF251,333,151,2020-10-21 12:28:09,2020-10-21 12:40:40,KHI,KHB
5195,EK837,32N,145,2020-10-21 11:13:14,2020-10-21 11:52:42,DXB,KHB
5196,TK7674,7M8,65,2020-10-21 04:49:24,2020-10-21 05:38:56,DXB,JED
5197,GF004,321,85,2020-10-20 23:46:33,2020-10-20 22:23:12,BAH,KEZ
5198,FZ027,333,143,2020-10-20 17:59:11,2020-10-20 18:59:13,HKG,DXB
5199,GF170,77W,285,2020-10-20 11:47:18,2020-10-20 10:25:31,ZZZ,EBL
5200,GF174,7M8,134,2020-10-20 08:33:09,2020-10-20 07:32:14,ATH,BOM
5201,GF7044,333,135,2020-10-20 02:05:26,2020-10-20 02:39:57,KWI,LEJ
5202,H6891,73G,144,2020-10-19 21:21:24,2020-10-19 22:02:26,LEJ,LEJ
5203,FZ027,7M8,91,2020-10-19 14:33:29,2020-10-19 14:01:03,NBO,BKK
5204,GF565,73G,263,2020-10-19 14:26:43,2020-10-19 13:27:02,DEL,BKK
5205,GF166,332,120,2020-10-19 07:38:30,2020-10-19 07:31:54,KWI,CVG
5206,GF963,333,46,2020-10-19 06:40:30,2020-10-19 07:33:21,CDG,DXB
5207,GF180,789,133,2020-10-19 03:18:57,2020-10-19 03:22:36,BKK,NBO
5208,GF973,77W,95,2020-10-18 23:47:36,2020-10-19 01:12:44,ELQ,HYD
5209,GF277,32Q,142,2020-10-18 18:48:54,2020-10-18 18:04:14,DXB,MNL
5210,GF973,738,159,2020-10-18 12:00:30,2020-10-18 12:17:10,BOM,MCT
5211,GF082,321,122,2020-10-18 06:35:50,2020-10-18 08:02:21,DXB,LHR
5212,GF155,32N,136,2020-10-18 00:55:10,2020-10-17 23:29:21,JED,TRV
5213,GF112,32Q,168,2020-10-17 18:43:43,2020-10-17 18:57:12,MAA,LEJ
5214,GF2771,32N,116,2020-10-17 13:12:13,2020-10-17 11:55:21,FRA,DXB
5215,PC824,321,101,2020-10-17 07:05:03,2020-10-17 06:34:25,HKG,HYD
5216,GF765,332,100,2020-10-17 04:00:02,2020-10-17 04:35:56,DXB,LEJ
5217,GF022,73G,80,2020-10-16 23:50:31,2020-10-16 23:26:39,AMM,DMM
5218,GF505,789,127,2020-10-16 22:23:36,2020-10-16 22:09:52,DAC,JED
5219,J9103,32N,80,2020-10-16 21:38:42,2020-10-16 22:42:04,AMM,LHR
5220,GF751,32N,111,2020-10-16 20:26:50,2020-10-16 20:16:59,HYD,DMM
5221,LH636,73G,136,2020-10-16 17:55:23,2020-10-16 17:14:25,MCT,JED
5222,EK837,7M8,48,2020-10-16 13:09:54,2020-10-16 11:37:32,CDG,DXB
5223,GF513,738,56,2020-10-16 07:58:47,2020-10-16 09:03:10,MCT,CAI
5224,GF133,333,132,2020-10-16 03:26:06,2020-10-16 02:27:36,ELQ,LCA
5225,GF785,32Q,168,2020-10-16 00:17:52,2020-10-16 00:00:53,AUH,CMN
5226,GF507,321,128,2020-10-15 21:39:29,2020-10-15 21:18:49,DXB,COK
5227,GF216,7M8,69,2020-10-15 17:12:36,2020-10-15 18:40:38,LYP,KHB
5228,GF769,73H,66,2020-10-15 14:38:10,2020-10-15 14:23:16,FRA,AMM
5229,6E1403,32N,234,2020-10-15 10:12:57,2020-10-15 09:58:19,KEZ,LCA
5230,GF271,738,114,2020-10-15 03:53:07,2020-10-15 04:26:09,KHB,CAI
5231,LH636,738,114,2020-10-15 02:20:47,2020-10-15 02:34:19,LHR,LEJ
5232,GF112,320,122,2020-10-14 21:02:09,2020-10-14 20:39:26,CAI,AUH
5233,6E1403,320,100,2020-10-14 18:51:36,2020-10-14 17:51:56,JED,KWI
5234,GF2771,321,123,2020-10-14 18:26:02,2020-10-14 19:17:17,SHJ,LYP
5235,G9105,332,66,2020-10-14 12:09:20,2020-10-14 10:47:40,DMM,LEJ
5236,GF168,73H,263,2020-10-14 10:56:35,2020-10-14 12:16:19,FRA,AUH
5237,GF046,73G,165,2020-10-14 10:22:13,2020-10-14 10:36:21,DXB,IST
5238,GF7044,73G,266,2020-10-14 05:33:33,2020-10-14 06:12:17,DXB,BAH
5239,FZ027,320,247,2020-10-14 05:25:49,2020-10-14 05:08:21,AMM,RUH
5240,GF006,32Q,59,2020-10-14 04:11:55,2020-10-14 04:21:53,AMM,HKG
5241,FZ025,7M8,245,2020-10-13 23:18:59,2020-10-13 22:27:14,MAA,JED
5242,EK835,7M8,253,2020-10-13 16:57:34,2020-10-13 16:20:06,MXP,CAI
5243,GF102,73G,168,2020-10-13 11:46:10,2020-10-13 10:25:08,IST,DXB
5244,PC824,32Q,147,2020-10-13 06:39:22,2020-10-13 06:14:25,LEJ,TRV
5245,GF065,321,283,2020-10-13 00:22:08,2020-10-13 00:44:37,AUH,DEL
5246,GF131,32Q,266,2020-10-12 21:41:11,2020-10-12 20:44:12,KHB,BOM
5247,LH636,73H,60,2020-10-12 17:10:59,2020-10-12 17:22:33,DXB,HYD
5248,GF162,77W,151,2020-10-12 11:15:22,2020-10-12 12:41:40,DEL,BAH
5249,SV528,332,144,2020-10-12 06:14:37,2020-10-12 05:05:53,HYD,MAN
5250,TK3758,32Q,40,2020-10-12 05:21:22,2020-10-12 06:41:30,BOM,JED
5251,GF142,789,157,2020-10-11 23:30:02,2020-10-11 23:20:32,DWC,AUH
5252,EY375,789,161,2020-10-11 16:50:37,2020-10-11 15:33:42,DXB,KHI
5253,GF769,73H,163,2020-10-11 13:48:25,2020-10-11 13:39:37,LEJ,TBS
5254,GF069,77W,45,2020-10-11 10:07:57,2020-10-11 11:15:35,ATH,DME
5255,BA125,332,140,2020-10-11 07:47:31,2020-10-11 06:17:08,DME,TLV
5256,GF963,738,164,2020-10-11 03:03:41,2020-10-11 04:22:43,JIB,DAC
5257,GF753,77W,101,2020-10-11 00:20:25,2020-10-10 23:10:00,CVG,LHR
5258,G9105,738,62,2020-10-10 19:56:38,2020-10-10 21:23:12,IST,ZZZ
5259,GF505,73G,54,2020-10-10 15:45:16,2020-10-10 15:44:03,COK,ELQ
5260,GF249,738,60,2020-10-10 14:33:18,2020-10-10 12:59:52,AUH,TRV
5261,FZ029,73H,82,2020-10-10 10:37:08,2020-10-10 11:52:44,TBS,MAA
5262,GF145,73G,42,2020-10-10 04:31:12,2020-10-10 03:58:37,NBO,HKG
5263,PC824,320,133,2020-10-10 03:35:35,2020-10-10 03:31:42,CAI,LYP
5264,GF082,738,141,2020-10-10 02:42:55,2020-10-10 01:28:33,DMM,MED
5265,FZ021,320,221,2020-10-09 20:15:24,2020-10-09 20:16:05,DXB,TRV
5266,TK3756,789,236,2020-10-09 14:29:35,2020-10-09 15:08:56,MAN,JED
5267,EY371,332,131,2020-10-09 13:00:40,2020-10-09 11:49:59,DEL,CAI
5268,PC824,320,134,2020-10-09 08:02:28,2020-10-09 07:19:15,CAI,SAW
5269,GF271,738,124,2020-10-09 03:34:36,2020-10-09 03:28:16,LHR,CCJ
5270,EK835,333,138,2020-10-09 00:03:56,2020-10-09 00:23:40,DAC,HKG
5271,GF180,738,151,2020-10-08 22:34:50,2020-10-08 22:34:34,LEJ,DXB
5272,GF080,320,90,2020-10-08 21:59:03,2020-10-08 22:04:54,NBO,MNL
5273,GF507,73G,70,2020-10-08 19:39:37,2020-10-08 21:08:49,ADJ,HYD
5274,GF507,333,85,2020-10-08 14:21:53,2020-10-08 15:14:48,MCT,KHI
5275,GF182,333,89,2020-10-08 10:30:35,2020-10-08 09:10:16,DXB,JED
5276,PC824,332,283,2020-10-08 04:32:47,2020-10-08 03:42:05,DXB,SHJ
5277,GF018,789,100,2020-10-08 00:35:12,2020-10-08 00:23:04,TRV,LHE
5278,MS920,73H,72,2020-10-07 17:49:29,2020-10-07 18:53:00,AUH,DXB
5279,GF178,32N,129,2020-10-07 10:53:32,2020-10-07 12:30:58,CVG,BOM
5280,GF251,738,216,2020-10-07 10:17:04,2020-10-07 09:03:53,RUH,CAI
5281,GF7044,7M8,169,2020-10-07 05:46:08,2020-10-07 04:46:24,LEJ,MAA
5282,GF133,789,36,2020-10-07 01:41:20,2020-10-07 00:19:47,KWI,DEL
5283,H6891,32Q,125,2020-10-06 22:40:16,2020-10-06 23:48:50,CAI,AMM
5284,EK837,73G,115,2020-10-06 16:57:30,2020-10-06 18:36:02,MAA,BGW
5285,GF018,73G,254,2020-10-06 14:08:26,2020-10-06 12:48:41,KEZ,SHJ
5286,PC824,73H,59,2020-10-06 11:57:54,2020-10-06 13:22:41,SAW,COK
5287,GF2029,321,102,2020-10-06 07:20:09,2020-10-06 06:54:00,DXB,DMM
5288,GF7044,77W,202,2020-10-06 04:03:00,2020-10-06 05:21:03,DEL,MUX
5289,GF511,32N,61,2020-10-06 03:24:08,2020-10-06 04:00:41,DXB,LHR
5290,GF166,320,79,2020-10-06 02:42:06,2020-10-06 01:41:42,BOM,BOM
5291,AI939,73H,147,2020-10-05 20:24:00,2020-10-05 19:52:42,LUX,EMA
5292,GF046,32N,77,2020-10-05 17:21:17,2020-10-05 17:59:14,DXB,TBS
5293,GF162,332,152,2020-10-05 17:04:06,2020-10-05 17:13:03,BKK,MUX
5294,GF275,320,106,2020-10-05 11:23:17,2020-10-05 11:08:20,BOM,MAN
5295,GF172,73G,79,2020-10-05 07:18:09,2020-10-05 07:55:30,MUX,DXB
5296,GF155,332,168,2020-10-05 05:11:18,2020-10-05 05:11:58,TRV,JIB
5297,GF212,333,103,2020-10-05 03:51:10,2020-10-05 02:36:57,SHJ,JED
5298,GF249,789,60,2020-10-05 01:31:07,2020-10-05 02:05:02,HKG,DME
5299,GF509,332,236,2020-10-04 21:48:01,2020-10-04 23:23:47,DEL,DXB
5300,GF771,73G,49,2020-10-04 18:32:08,2020-10-04 19:24:21,RUH,IST
5301,GF102,77W,129,2020-10-04 14:29:59,2020-10-04 14:51:47,NSY,DXB
5302,5W7029,738,80,2020-10-04 14:29:59,2020-10-04 14:35:41,BOM,BKK
5303,GF945,7M8,114,2020-10-04 11:29:04,2020-10-04 11:47:13,SHJ,LEJ
5304,GF135,333,130,2020-10-04 08:36:14,2020-10-04 10:07:15,LCA,HKG
5305,GF069,789,65,2020-10-04 05:50:50,2020-10-04 06:54:59,DMM,AUH
5306,FZ027,77W,135,2020-10-04 04:56:20,2020-10-04 04:11:29,AUH,MCT
5307,GF015,789,96,2020-10-04 00:03:37,2020-10-03 22:54:49,MNL,LEJ
5308,GF102,321,62,2020-10-03 18:01:23,2020-10-03 18:44:21,DXB,DXB
5309,LH636,738,153,2020-10-03 17:27:44,2020-10-03 17:13:30,AMM,MAN
5310,GF767,32Q,55,2020-10-03 16:14:37,2020-10-03 17:41:27,LUX,DEL
5311,GF751,320,39,2020-10-03 12:43:28,2020-10-03 11:22:00,SHJ,ELQ
5312,GF545,332,40,2020-10-03 07:53:10,2020-10-03 07:43:25,AUH,NBO
5313,GF112,320,147,2020-10-03 02:43:20,2020-10-03 01:55:45,DXB,DXB
5314,SV526,73G,276,2020-10-03 00:32:16,2020-10-02 23:10:18,DXB,CAI
5315,GF261,332,105,2020-10-02 21:01:16,2020-10-02 22:07:30,LHR,ZZZ
5316,GF172,321,100,2020-10-02 15:32:10,2020-10-02 14:38:08,DXB,CAI
5317,GF543,333,62,2020-10-02 14:33:43,2020-10-02 14:09:30,BLR,DXB
5318,GF053,333,71,2020-10-02 12:01:30,2020-10-02 13:39:06,DXB,AUH
5319,FZ023,320,247,2020-10-02 10:23:25,2020-10-02 10:03:49,JED,JIB
5320,GF281,333,108,2020-10-02 07:00:40,2020-10-02 06:33:04,BAH,DXB
5321,GF216,73G,89,2020-10-02 06:26:07,2020-10-02 06:24:27,HKG,LEJ
5322,PC824,332,169,2020-10-02 00:05:33,2020-10-02 00:01:05,HKG,AMM
5323,EK835,73H,159,2020-10-01 18:14:36,2020-10-01 17:32:56,JED,AUH
5324,FZ023,789,54,2020-10-01 17:44:11,2020-10-01 16:30:48,DMM,JED
5325,PC824,32N,92,2020-10-01 17:14:52,2020-10-01 18:31:26,DWC,COK
5326,GF013,7M8,147,2020-10-01 16:16:00,2020-10-01 16:26:10,BKK,SHJ
5327,GF283,73G,177,2020-10-01 13:10:29,2020-10-01 13:53:46,DXB,AUH
5328,LH636,320,61,2020-10-01 10:45:14,2020-10-01 09:39:53,SHJ,DXB
5329,GF102,333,126,2020-10-01 09:00:18,2020-10-01 07:28:18,LHR,SAW
5330,GF945,332,70,2020-10-01 08:25:06,2020-10-01 09:26:44,DXB,TTH
5331,GF184,73H,135,2020-10-01 07:18:18,2020-10-01 08:34:06,NHD,AMM
5332,GF511,320,246,2020-10-01 06:11:41,2020-10-01 05:24:49,IST,BKK
5333,GF249,77W,126,2020-10-01 01:28:13,2020-10-01 01:46:41,LEJ,LHR
5334,GF190,77W,160,2020-09-30 22:32:05,2020-09-30 22:05:11,DME,DMM
5335,GF018,32Q,202,2020-09-30 19:48:42,2020-09-30 20:36:24,DME,DXB
5336,GF214,738,170,2020-09-30 14:42:04,2020-09-30 15:29:08,DXB,FRA
5337,FZ029,333,95,2020-09-30 10:27:38,2020-09-30 08:49:54,MNL,LYP
5338,PC824,77W,82,2020-09-30 10:06:24,2020-09-30 10:33:15,AUH,CDG
5339,GF026,32Q,135,2020-09-30 08:48:53,2020-09-30 08:35:19,CDG,LHR
5340,EK837,73H,79,2020-09-30 03:55:29,2020-09-30 02:18:21,MCT,AUH
5341,GF251,73H,136,2020-09-29 22:58:44,2020-09-29 22:13:01,TBS,HKG
5342,TK7674,321,143,2020-09-29 21:25:20,2020-09-29 20:15:00,KHI,DXB
5343,GF220,333,123,2020-09-29 16:03:29,2020-09-29 17:09:17,MCT,HKG
5344,KU615,7M8,36,2020-09-29 09:15:11,2020-09-29 08:55:25,IST,DXB
5345,H6891,321,137,2020-09-29 06:09:51,2020-09-29 07:37:47,TTH,DXB
5346,GF945,7M8,160,2020-09-29 04:27:54,2020-09-29 04:19:14,MAN,EBL
5347,6E1403,32Q,152,2020-09-28 23:27:05,2020-09-28 22:36:09,DWC,AUH
5348,SV520,73H,51,2020-09-28 22:22:41,2020-09-28 22:50:41,DME,AUH
5349,MS920,738,145,2020-09-28 16:26:53,2020-09-28 16:59:19,DMM,AMM
5350,PC824,73G,105,2020-09-28 14:01:26,2020-09-28 13:35:39,EBL,DEL
5351,GF164,789,95,2020-09-28 12:19:19,2020-09-28 12:14:24,AUH,DXB
5352,KU615,7M8,51,2020-09-28 06:24:43,2020-09-28 06:52:36,DXB,JED
5353,GF973,321,94,2020-09-28 00:16:54,2020-09-28 01:37:09,IST,BOM
5354,5W7029,333,34,2020-09-27 20:57:32,2020-09-27 22:25:08,AMM,KMC
5355,GF135,7M8,71,2020-09-27 20:05:19,2020-09-27 20:14:08,DEL,AUH
5356,GF965,32N,45,2020-09-27 16:48:44,2020-09-27 18:11:49,ADD,CDG
5357,H6891,73H,146,2020-09-27 12:51:23,2020-09-27 11:21:58,JED,DXB
5358,G9101,7M8,163,2020-09-27 06:26:48,2020-09-27 05:40:53,ATH,DXB
5359,H6891,73G,122,2020-09-27 04:05:57,2020-09-27 03:14:28,LHE,MED
5360,GF190,77W,122,2020-09-26 22:09:18,2020-09-26 20:33:34,MXP,BKK
5361,AI939,321,61,2020-09-26 18:53:20,2020-09-26 17:32:55,LEJ,JED
5362,GF563,321,141,2020-09-26 12:54:22,2020-09-26 14:16:15,PEW,LEJ
5363,GF135,320,145,2020-09-26 06:31:47,2020-09-26 06:21:12,DMM,SAW
5364,GF182,321,130,2020-09-26 03:33:30,2020-09-26 04:52:42,TBS,DMM
5365,GF002,32Q,262,2020-09-25 21:17:05,2020-09-25 22:13:56,LEJ,HKG
5366,GF057,7M8,65,2020-09-25 18:55:58,2020-09-25 18:47:50,NHD,DXB
5367,GF567,7M8,96,2020-09-25 15:50:53,2020-09-25 16:14:57,LCA,DXB
5368,GF791,77W,141,2020-09-25 15:03:28,2020-09-25 16:37:54,DXB,ADJ
5369,WY657,321,153,2020-09-25 14:07:21,2020-09-25 14:12:30,CNN,DXB
5370,PC824,320,141,2020-09-25 11:32:38,2020-09-25 10:30:03,TTH,HKG
5371,GF545,332,125,2020-09-25 04:45:48,2020-09-25 03:24:11,DMM,AUH
5372,G9103,73H,96,2020-09-25 01:22:48,2020-09-25 00:51:16,BOM,MCT
5373,GF973,789,276,2020-09-24 21:08:57,2020-09-24 22:32:10,MCT,CCJ
5374,G9103,7M8,185,2020-09-24 14:52:10,2020-09-24 14:26:38,DXB,ADJ
5375,GF006,332,66,2020-09-24 09:39:24,2020-09-24 08:55:46,MAN,MCT
5376,GF271,32Q,234,2020-09-24 04:26:59,2020-09-24 03:22:05,KMC,HKG
5377,GF184,73H,78,2020-09-23 23:21:50,2020-09-24 00:36:15,CDG,AUH
5378,GF080,32Q,128,2020-09-23 17:34:54,2020-09-23 18:21:24,DWC,LEJ
5379,SV526,332,128,2020-09-23 14:33:36,2020-09-23 14:54:20,HKG,TTH
5380,GF015,7M8,159,2020-09-23 10:24:54,2020-09-23 09:09:24,SHJ,TTH
5381,GF545,333,68,2020-09-23 07:25:45,2020-09-23 08:49:08,MCT,DXB
5382,GF135,332,141,2020-09-23 02:25:08,2020-09-23 01:18:48,DMM,IST
5383,GF170,32N,168,2020-09-23 02:01:28,2020-09-23 00:39:10,RUH,JED
5384,G9105,320,146,2020-09-23 01:22:18,2020-09-23 01:53:16,KEZ,LHR
5385,BA125,77W,136,2020-09-22 20:11:01,2020-09-22 19:55:42,MCT,MCT
5386,GF018,321,54,2020-09-22 19:16:41,2020-09-22 18:17:46,FRA,SIN
5387,KL445,332,132,2020-09-22 18:51:21,2020-09-22 19:46:36,CMN,MXP
5388,GF112,789,160,2020-09-22 15:14:13,2020-09-22 16:32:49,KWI,AMM
5389,FZ023,7M8,113,2020-09-22 11:16:11,2020-09-22 12:08:32,KEZ,MAN
5390,GF251,789,256,2020-09-22 08:12:24,2020-09-22 08:19:10,CVG,DXB
5391,BA125,32N,116,2020-09-22 07:33:54,2020-09-22 07:07:41,JED,DXB
5392,GF174,77W,153,2020-09-22 01:42:16,2020-09-22 02:27:43,BOM,DXB
5393,PC824,73G,78,2020-09-21 21:01:33,2020-09-21 19:53:10,SHJ,CDG
5394,GF018,32Q,145,2020-09-21 19:11:16,2020-09-21 18:50:47,DXB,CCJ
5395,GF016,320,108,2020-09-21 18:16:50,2020-09-21 17:24:27,SHJ,ELQ
5396,GF168,738,60,2020-09-21 14:38:02,2020-09-21 15:43:34,AUH,MCT
5397,GF505,73G,95,2020-09-21 08:43:00,2020-09-21 09:42:04,RUH,TZX
5398,BA125,32N,149,2020-09-21 05:05:55,2020-09-21 05:35:39,COK,SHJ
5399,PC824,320,58,2020-09-21 02:31:29,2020-09-21 03:17:16,TTH,ADD
5400,GF565,32N,130,2020-09-21 00:22:08,2020-09-21 01:01:03,COK,DXB
5401,GF2029,73G,151,2020-09-20 18:10:15,2020-09-20 16:41:48,LHE,JED
5402,GF174,789,148,2020-09-20 16:23:32,2020-09-20 17:01:08,AUH,JED
5403,GF214,320,53,2020-09-20 09:50:21,2020-09-20 10:57:57,DXB,AKT
5404,SV520,738,88,2020-09-20 06:44:29,2020-09-20 08:00:37,DXB,BOM
5405,GF275,32N,54,2020-09-20 03:06:02,2020-09-20 02:14:52,AUH,DAC
5406,GF773,320,242,2020-09-20 01:17:53,2020-09-20 00:10:12,TBS,LEJ
5407,GF131,332,130,2020-09-19 18:31:42,2020-09-19 19:07:09,DXB,DEL
5408,GF042,77W,121,2020-09-19 15:42:53,2020-09-19 14:16:02,SKT,BAH
5409,LH636,32Q,92,2020-09-19 11:30:28,2020-09-19 10:45:51,MCT,CAI
5410,GF174,333,101,2020-09-19 08:01:52,2020-09-19 07:08:10,LHR,LYP
5411,GF513,333,142,2020-09-19 04:20:22,2020-09-19 05:57:12,DEL,COK
5412,GF513,73G,157,2020-09-18 21:55:21,2020-09-18 20:24:31,NHD,HYD
5413,TK3758,738,124,2020-09-18 19:44:01,2020-09-18 19:06:43,BOM,AUH
5414,GF162,32N,140,2020-09-18 16:55:00,2020-09-18 17:33:39,DXB,KMC
5415,G9103,32Q,259,2020-09-18 13:12:14,2020-09-18 12:37:51,DEL,LHR
5416,IX473,77W,141,2020-09-18 10:55:48,2020-09-18 11:35:23,DXB,IST
5417,GF251,789,111,2020-09-18 10:01:56,2020-09-18 09:52:36,KHI,DXB
5418,EK835,789,37,2020-09-18 03:29:01,2020-09-18 03:22:49,KHI,ADD
5419,PC824,332,62,2020-09-18 02:06:46,2020-09-18 00:47:14,AMM,FRA
5420,GF765,333,95,2020-09-17 20:03:37,2020-09-17 20:20:29,PEW,MCT
5421,GF973,32N,135,2020-09-17 15:34:39,2020-09-17 14:37:25,CVG,CAI
5422,GF184,333,124,2020-09-17 15:07:08,2020-09-17 16:25:21,DXB,EMA
5423,SV528,73G,54,2020-09-17 08:18:52,2020-09-17 09:07:54,DXB,JED
5424,GF212,7M8,140,2020-09-17 07:31:27,2020-09-17 07:18:27,DEL,DWC
5425,GF061,738,150,2020-09-17 03:08:22,2020-09-17 01:38:02,DME,DXB
5426,IX889,77W,276,2020-09-16 21:17:45,2020-09-16 21:52:40,JED,KEZ
5427,MS920,738,67,2020-09-16 18:11:47,2020-09-16 17:57:14,ZZZ,TRV
5428,GF945,333,60,2020-09-16 12:47:46,2020-09-16 13:29:02,COK,EBL
5429,H6891,333,150,2020-09-16 07:00:20,2020-09-16 08:16:56,DEL,HKG
5430,GF513,789,273,2020-09-16 04:55:04,2020-09-16 04:19:05,DXB,HYD
5431,GF178,32N,62,2020-09-16 01:04:45,2020-09-16 02:17:45,DMM,KHI
5432,GF275,738,91,2020-09-15 19:19:32,2020-09-15 17:49:57,AUH,MUX
5433,GF131,77W,49,2020-09-15 14:07:42,2020-09-15 14:15:26,BOM,AKT
5434,GF018,789,282,2020-09-15 09:31:11,2020-09-15 09:58:26,DEL,RUH
5435,GF214,320,169,2020-09-15 03:40:43,2020-09-15 05:04:15,JIB,KWI
5436,GF162,738,263,2020-09-14 23:38:45,2020-09-14 23:49:10,TTH,DEL
5437,GF180,73G,87,2020-09-14 18:55:14,2020-09-14 20:15:56,NHD,AUH
5438,GF216,738,168,2020-09-14 15:27:23,2020-09-14 14:28:27,DME,DAC
5439,EK839,321,123,2020-09-14 09:34:31,2020-09-14 10:04:04,AUH,SAW
5440,GF112,7M8,107,2020-09-14 07:53:20,2020-09-14 06:42:52,CCJ,JED
5441,5W7029,73H,135,2020-09-14 05:09:16,2020-09-14 06:42:28,LYP,DXB
5442,GF044,32N,95,2020-09-14 02:37:32,2020-09-14 04:10:33,CDG,CCJ
5443,G9103,73H,147,2020-09-13 23:41:02,2020-09-14 00:55:44,IST,ZZZ
5444,GF2771,789,101,2020-09-13 18:22:04,2020-09-13 16:45:21,DXB,MCT
5445,GF155,32N,53,2020-09-13 11:45:41,2020-09-13 10:29:32,LHR,AKT
5446,GF214,789,122,2020-09-13 09:03:28,2020-09-13 08:28:10,DEL,XJD
5447,GF188,73H,54,2020-09-13 03:20:50,2020-09-13 02:34:35,AUH,HKG
5448,GF2029,789,94,2020-09-13 02:53:41,2020-09-13 04:14:16,MCT,MED
5449,G9101,7M8,163,2020-09-12 22:28:08,2020-09-12 20:49:16,DXB,BLR
5450,GF153,789,141,2020-09-12 19:43:24,2020-09-12 20:15:50,ISB,JED
